accepteur,age,credit1M,isFraude,nbTransactions1h,nbTransactions24h,securizedTransaction
EASYJET,89,1100,0,0,0,False
HM,48,2000,0,0,2,True
GOOGLE,43,547,0,0,0,True
ZARA,83,1700,0,1,4,True
LEBONCOIN,24,2200,0,1,2,True
AIRFRANCE,65,6800,0,0,0,False
AMAZON,56,6900,0,0,1,False
HM,28,2466,0,0,0,False
GOOGLE,23,1000,0,1,2,False
HM,28,1809,0,0,1,False
GOOGLE,48,674,0,0,0,False
UBER,47,2500,0,0,0,False
LEBONCOIN,24,500,0,0,2,False
PAYPAL,22,1500,0,1,4,False
LEBONCOIN,20,300,0,1,2,False
GOOGLE,82,2900,1,1,1,False
GOOGLE,22,1400,0,2,5,False
AMAZON,61,4500,0,0,1,True
GOOGLE,41,3400,1,2,14,False
AIRFRANCE,44,3500,0,3,9,False
HM,20,400,0,1,1,False
AMAZON,39,3500,0,0,0,False
EASYJET,61,1600,0,0,0,False
LEBONCOIN,47,1400,0,0,2,True
LEBONCOIN,32,2319,0,0,0,False
LEBONCOIN,28,1800,0,0,4,False
LEBONCOIN,49,2100,0,0,3,False
AMAZON,51,5800,0,0,1,False
UBER,24,1400,0,1,5,False
LEBONCOIN,40,2200,0,1,2,False
AMAZON,45,778,0,0,1,False
AIRFRANCE,49,3500,0,0,0,True
EASYJET,44,1869,0,0,0,False
GOOGLE,44,2386,0,0,0,True
UBER,54,1000,0,0,0,False
UBER,25,1900,0,1,3,False
AIRFRANCE,49,5600,0,0,0,True
AIRFRANCE,57,3000,0,0,1,False
AMAZON,45,2580,0,0,1,True
ZARA,49,2700,0,0,0,True
LEBONCOIN,46,3000,0,0,0,False
ZARA,38,2441,0,0,1,True
UBER,27,1800,0,1,5,False
AIRFRANCE,69,4000,0,0,0,False
LEBONCOIN,51,1963,0,0,1,True
GOOGLE,29,3400,0,2,4,False
HM,22,900,0,0,1,False
LEBONCOIN,45,2200,0,0,2,False
PAYPAL,30,1623,0,1,1,True
HM,49,2700,0,0,0,False
GOOGLE,19,700,0,1,1,True
HM,22,900,0,0,0,False
GOOGLE,20,3200,0,0,0,False
PAYPAL,44,2533,0,0,0,False
EASYJET,67,1400,0,0,0,False
AIRFRANCE,44,1575,0,0,0,False
EASYJET,52,1851,0,0,1,False
UBER,23,1700,0,0,3,False
GOOGLE,25,2500,0,1,4,False
GOOGLE,20,500,0,0,2,False
GOOGLE,40,800,1,3,16,False
LEBONCOIN,22,900,0,1,1,False
LEBONCOIN,31,1700,0,1,1,False
GOOGLE,42,1099,0,0,1,False
GOOGLE,29,3700,0,2,7,False
LEBONCOIN,34,1600,0,0,3,False
LEBONCOIN,43,531,0,0,0,False
GOOGLE,20,900,0,0,0,False
ZARA,32,1700,0,0,0,False
GOOGLE,40,3300,0,1,1,False
GOOGLE,20,800,0,0,2,False
GOOGLE,69,2300,0,0,1,False
GOOGLE,28,2100,0,1,5,False
GOOGLE,42,1001,0,0,1,False
ZARA,45,1867,0,0,1,True
LEBONCOIN,24,3500,0,2,2,False
AMAZON,46,884,0,0,0,True
HM,23,700,0,1,1,False
UBER,38,1500,0,3,3,True
AIRFRANCE,48,5400,0,0,1,True
AMAZON,69,4900,0,0,0,False
UBER,28,1800,0,0,9,False
HM,24,700,0,0,0,False
EASYJET,54,2383,0,0,0,False
HM,24,1000,0,0,0,False
EASYJET,70,900,0,0,0,False
GOOGLE,27,2100,0,1,8,False
GOOGLE,27,3700,0,1,1,False
GOOGLE,18,3400,0,1,8,False
ZARA,57,2900,0,0,8,False
AMAZON,43,5800,0,0,0,False
LEBONCOIN,37,2700,0,0,3,True
EASYJET,28,1600,0,1,1,False
ZARA,49,2059,0,0,0,True
EASYJET,86,700,0,0,1,False
UBER,45,800,0,2,5,False
EASYJET,22,1800,0,1,1,True
GOOGLE,21,1000,0,1,1,False
EASYJET,62,1400,0,0,1,False
UBER,33,2404,0,0,1,False
ZARA,36,2008,0,0,0,True
LEBONCOIN,54,3200,0,1,4,False
AIRFRANCE,66,1300,0,0,1,False
GOOGLE,24,2000,0,1,4,False
EASYJET,84,1400,0,0,1,False
ZARA,20,1800,0,0,2,True
GOOGLE,45,821,0,0,0,False
EASYJET,53,2190,0,0,0,False
GOOGLE,21,3200,0,2,7,False
UBER,27,2000,0,0,9,False
LEBONCOIN,23,400,0,0,0,False
HM,22,600,0,0,1,True
LEBONCOIN,22,300,0,0,0,False
EASYJET,69,900,0,0,0,False
EASYJET,68,1600,0,0,0,False
GOOGLE,25,2300,0,0,3,False
GOOGLE,22,2200,0,0,0,False
AMAZON,53,4500,0,0,1,True
HM,22,800,0,0,0,False
HM,18,1000,0,0,0,False
EASYJET,83,1700,0,0,1,True
LEBONCOIN,45,1800,0,0,2,False
AMAZON,28,1852,0,0,0,False
GOOGLE,29,1700,0,2,3,False
ZARA,37,2700,0,0,8,False
GOOGLE,26,1800,0,1,6,True
GOOGLE,53,2200,0,2,4,False
AMAZON,42,3200,0,0,1,False
AMAZON,51,5300,0,0,0,True
GOOGLE,24,500,0,0,0,False
UBER,37,1635,0,0,1,False
GOOGLE,22,500,0,0,2,True
AIRFRANCE,56,7500,0,0,0,False
AMAZON,48,717,0,0,1,False
AIRFRANCE,26,2900,0,2,2,False
HM,18,600,0,0,0,False
GOOGLE,50,633,0,0,1,False
GOOGLE,27,2100,0,2,4,False
LEBONCOIN,18,1100,0,0,1,False
ZARA,31,2600,0,1,2,False
GOOGLE,70,1500,0,4,4,False
HM,33,1200,0,1,1,False
ZARA,45,2500,0,1,3,False
AMAZON,47,3600,0,0,0,True
LEBONCOIN,27,2574,0,1,1,False
AIRFRANCE,78,1700,0,0,1,False
LEBONCOIN,44,829,0,0,1,False
EASYJET,64,1300,0,0,1,False
LEBONCOIN,19,300,0,0,0,False
AIRFRANCE,53,4200,0,0,1,False
EASYJET,33,1589,0,1,1,False
LEBONCOIN,39,570,0,0,0,False
AMAZON,46,6300,0,0,1,False
AMAZON,47,1116,0,0,1,False
AIRFRANCE,75,1000,0,0,1,True
GOOGLE,21,1000,0,0,0,True
HM,32,1800,0,1,1,False
AIRFRANCE,64,800,0,0,1,True
AMAZON,51,2100,0,1,5,False
EASYJET,26,1558,0,0,0,False
GOOGLE,22,300,0,1,1,True
HM,35,2600,0,1,2,False
AIRFRANCE,83,1400,0,0,1,False
ZARA,18,1900,0,1,1,False
ZARA,32,1924,0,0,0,False
AIRFRANCE,69,7700,0,0,0,False
GOOGLE,19,900,0,1,1,True
GOOGLE,23,500,0,1,2,False
EASYJET,50,1654,0,0,1,False
HM,37,2300,0,1,2,False
ZARA,22,2400,0,1,2,False
LEBONCOIN,18,300,0,0,0,False
EASYJET,66,1100,0,0,1,False
LEBONCOIN,43,910,0,0,0,False
LEBONCOIN,19,900,0,0,1,False
HM,24,400,0,0,0,False
PAYPAL,18,2600,0,1,2,False
ZARA,33,2400,0,1,1,True
LEBONCOIN,26,2200,0,1,3,False
AMAZON,69,7700,0,0,0,False
LEBONCOIN,18,600,0,0,0,True
GOOGLE,20,1000,0,0,2,False
AIRFRANCE,37,2000,0,4,6,False
PAYPAL,24,1800,0,0,9,True
AMAZON,44,5300,0,0,1,False
AMAZON,50,5300,0,0,0,False
EASYJET,87,1200,0,0,1,False
GOOGLE,22,2500,0,0,1,True
LEBONCOIN,24,800,0,0,1,True
UBER,38,1958,0,1,1,False
GOOGLE,43,1500,0,1,9,False
ZARA,39,2400,0,1,3,False
AMAZON,56,3700,0,0,0,False
LEBONCOIN,20,2100,0,0,3,False
EASYJET,26,1500,0,0,1,False
AMAZON,47,4500,0,0,0,False
GOOGLE,21,3300,0,0,8,False
AIRFRANCE,70,1100,0,0,0,False
GOOGLE,26,2000,0,0,2,False
UBER,23,1600,0,0,2,True
AMAZON,57,6600,0,0,1,False
GOOGLE,26,3900,0,0,9,True
LEBONCOIN,32,1400,0,0,0,False
ZARA,32,2700,0,1,3,False
AMAZON,42,6700,0,0,0,False
AMAZON,62,7200,0,0,0,False
LEBONCOIN,21,400,0,0,0,False
GOOGLE,26,2700,0,1,5,False
AMAZON,57,6800,0,0,1,False
LEBONCOIN,24,1500,0,0,2,False
GOOGLE,26,1900,0,1,3,False
AIRFRANCE,47,3000,0,3,5,True
AIRFRANCE,67,1500,0,0,1,False
AIRFRANCE,45,6400,0,0,1,False
UBER,78,800,1,1,1,False
GOOGLE,18,400,0,1,1,False
LEBONCOIN,86,1500,0,2,9,True
LEBONCOIN,28,1500,0,0,0,False
EASYJET,63,1000,0,0,1,True
GOOGLE,29,3600,0,0,2,False
GOOGLE,65,2800,0,0,1,False
EASYJET,84,1000,0,0,0,False
UBER,27,2300,0,1,9,False
AMAZON,80,2400,0,3,9,False
LEBONCOIN,22,2300,0,0,0,False
GOOGLE,28,1500,0,0,8,True
LEBONCOIN,19,600,0,0,0,False
EASYJET,70,1400,0,0,0,False
AIRFRANCE,59,4100,0,0,1,True
EASYJET,23,1800,0,1,7,True
PAYPAL,42,2600,0,3,8,False
AMAZON,34,2400,0,0,4,False
PAYPAL,34,2280,0,1,1,True
PAYPAL,26,2000,0,0,0,False
HM,31,1800,0,0,1,False
AIRFRANCE,35,2200,0,3,6,True
LEBONCOIN,29,1500,0,0,3,False
HM,19,1100,0,1,1,False
GOOGLE,20,3900,0,1,3,False
GOOGLE,19,2200,0,2,6,False
ZARA,47,2000,0,1,7,False
PAYPAL,26,2300,0,1,7,False
GOOGLE,20,1000,0,1,1,False
EASYJET,86,1600,0,0,0,False
AIRFRANCE,40,2629,0,0,0,False
EASYJET,86,1300,0,0,1,False
GOOGLE,20,2400,0,0,4,False
UBER,24,2100,0,0,5,False
GOOGLE,23,2200,0,0,2,True
GOOGLE,44,510,0,0,0,False
LEBONCOIN,25,1800,0,1,3,True
GOOGLE,56,2000,1,2,3,False
AIRFRANCE,52,5500,0,0,1,False
GOOGLE,25,2100,0,0,4,False
LEBONCOIN,27,2388,0,0,0,True
LEBONCOIN,45,741,0,0,0,False
GOOGLE,22,1900,0,0,1,False
EASYJET,75,700,0,0,0,True
UBER,25,1900,0,1,7,False
GOOGLE,23,2000,0,1,9,False
GOOGLE,27,3900,0,0,0,True
LEBONCOIN,41,683,0,0,0,False
AMAZON,82,2700,0,3,9,False
LEBONCOIN,28,1500,0,1,1,True
PAYPAL,29,2100,0,0,8,True
GOOGLE,27,2100,0,1,6,False
EASYJET,40,1538,0,0,1,False
GOOGLE,18,300,0,0,0,False
EASYJET,47,2462,0,0,0,False
UBER,26,1500,0,0,5,False
EASYJET,68,1600,0,0,0,False
PAYPAL,25,1400,0,1,9,False
GOOGLE,20,900,0,1,2,True
GOOGLE,25,3200,0,2,3,False
LEBONCOIN,77,1800,0,1,1,True
AMAZON,42,5600,0,0,0,False
LEBONCOIN,38,1300,0,0,0,False
AIRFRANCE,48,4600,0,0,1,True
UBER,28,1700,0,1,7,True
LEBONCOIN,22,2300,0,1,9,False
EASYJET,74,1100,0,0,0,False
LEBONCOIN,40,647,0,0,1,False
HM,19,700,0,0,0,False
LEBONCOIN,44,983,0,0,1,False
AIRFRANCE,55,4700,0,0,1,False
GOOGLE,21,3300,0,0,7,False
GOOGLE,23,1100,0,0,2,False
LEBONCOIN,24,1200,0,1,1,True
GOOGLE,28,2900,0,1,9,False
AIRFRANCE,40,2528,0,0,1,False
EASYJET,78,1500,0,0,0,True
AIRFRANCE,62,1000,0,0,0,False
LEBONCOIN,53,3500,0,4,6,False
LEBONCOIN,41,629,0,0,0,False
AIRFRANCE,69,5500,0,0,0,False
HM,22,900,0,1,2,False
AMAZON,88,3300,0,2,5,False
AMAZON,50,2400,0,0,0,True
EASYJET,60,1400,0,0,0,False
LEBONCOIN,26,1300,0,0,0,True
GOOGLE,38,2237,0,0,0,False
GOOGLE,25,2100,0,1,6,False
GOOGLE,21,3000,0,0,5,True
AIRFRANCE,62,700,0,0,1,False
LEBONCOIN,31,2300,0,0,1,True
PAYPAL,33,2558,0,0,1,True
UBER,47,1000,0,3,7,True
LEBONCOIN,28,2000,0,0,0,True
AIRFRANCE,59,2900,0,0,0,False
GOOGLE,29,1700,0,0,0,False
AIRFRANCE,77,1400,0,0,1,False
LEBONCOIN,49,2100,0,1,3,False
GOOGLE,22,600,0,1,1,False
AIRFRANCE,55,6200,0,0,0,False
UBER,69,1200,0,0,0,False
HM,22,2000,0,1,2,True
GOOGLE,27,2200,0,1,3,False
GOOGLE,20,3900,0,0,0,False
AIRFRANCE,60,4400,0,0,1,False
PAYPAL,26,1500,0,1,2,False
ZARA,52,2534,0,0,0,False
GOOGLE,18,300,0,0,1,False
GOOGLE,24,1900,0,0,0,True
LEBONCOIN,41,2000,0,0,2,False
GOOGLE,29,3000,0,1,4,False
LEBONCOIN,22,1900,0,0,8,True
HM,36,2300,0,0,2,False
UBER,32,2604,0,0,1,False
ZARA,30,1400,0,1,3,False
LEBONCOIN,50,884,0,0,1,False
EASYJET,61,1400,0,0,0,False
AIRFRANCE,30,1748,0,0,1,False
GOOGLE,28,1200,0,2,2,True
EASYJET,66,1200,0,0,0,True
UBER,30,2294,0,0,0,False
AMAZON,43,2306,0,0,1,False
HM,48,1503,0,0,0,True
AIRFRANCE,81,1200,0,0,0,False
ZARA,21,1600,0,0,0,False
GOOGLE,53,2500,0,3,5,False
AMAZON,43,871,0,0,1,False
AIRFRANCE,58,6500,0,0,0,True
EASYJET,82,1500,0,0,1,False
AIRFRANCE,53,7300,0,0,0,False
EASYJET,79,1600,0,0,0,False
GOOGLE,47,816,0,0,0,False
AIRFRANCE,49,6300,0,0,1,False
AIRFRANCE,52,4900,0,0,0,False
LEBONCOIN,19,300,0,0,0,False
GOOGLE,24,1700,0,2,9,False
GOOGLE,25,2100,0,0,2,True
EASYJET,28,2000,0,1,4,False
EASYJET,26,1400,0,1,2,False
AMAZON,41,7400,0,0,0,False
GOOGLE,21,900,0,1,1,False
UBER,28,3400,0,1,9,False
LEBONCOIN,28,2700,0,0,0,True
LEBONCOIN,58,2800,0,4,4,False
LEBONCOIN,23,2300,0,0,5,False
AIRFRANCE,60,6300,0,0,0,False
UBER,51,2314,0,1,1,False
HM,20,2300,0,0,3,False
UBER,25,1800,0,0,1,False
EASYJET,25,1500,0,0,0,False
LEBONCOIN,23,2200,0,1,5,False
GOOGLE,24,1500,0,0,5,False
PAYPAL,25,2400,0,1,2,True
AMAZON,45,2478,0,0,1,False
EASYJET,31,1912,0,0,1,False
LEBONCOIN,46,2700,0,0,3,False
AIRFRANCE,74,1000,0,0,1,False
AIRFRANCE,62,3300,0,0,1,False
GOOGLE,24,400,0,0,1,False
AMAZON,43,5800,0,0,0,False
PAYPAL,27,1900,0,1,7,True
UBER,36,2744,0,0,1,False
LEBONCOIN,21,600,0,0,2,True
ZARA,21,1300,0,0,2,False
AMAZON,18,900,0,1,7,False
UBER,28,2045,0,1,1,False
AIRFRANCE,42,4200,0,0,1,False
LEBONCOIN,71,1300,0,0,0,False
LEBONCOIN,37,1400,0,1,3,False
HM,18,1100,0,1,2,False
AMAZON,41,1086,0,0,0,True
GOOGLE,21,1800,0,2,7,False
AMAZON,38,1600,0,1,1,False
LEBONCOIN,18,300,0,1,1,False
HM,40,1700,0,0,3,False
GOOGLE,50,2375,0,1,1,True
GOOGLE,27,1600,0,1,7,False
UBER,24,2000,0,0,6,False
AIRFRANCE,82,1100,0,0,1,True
UBER,27,1900,0,1,5,True
PAYPAL,39,2500,0,2,2,False
AMAZON,40,4000,0,0,0,False
AIRFRANCE,83,1400,0,0,0,True
GOOGLE,22,2900,0,1,9,False
LEBONCOIN,26,2200,0,1,2,False
HM,27,1900,0,1,3,False
HM,22,800,0,1,1,False
HM,37,2639,0,1,1,False
GOOGLE,29,2000,0,2,4,False
LEBONCOIN,18,800,0,0,1,False
GOOGLE,28,3100,0,0,8,False
AMAZON,39,858,0,0,0,False
AMAZON,51,692,0,0,1,False
EASYJET,89,800,0,0,1,False
HM,43,2301,0,0,0,False
HM,28,1763,0,0,1,False
EASYJET,85,1600,0,0,0,False
UBER,29,2300,0,0,2,False
GOOGLE,25,2225,0,0,0,True
GOOGLE,47,899,0,0,0,True
EASYJET,51,2266,0,0,1,False
EASYJET,28,1900,0,0,7,True
ZARA,30,2684,0,0,1,False
PAYPAL,43,2027,0,1,1,False
AIRFRANCE,54,5900,0,0,0,False
AIRFRANCE,75,1200,0,0,1,False
EASYJET,60,1400,0,0,0,False
GOOGLE,29,1600,0,0,5,False
GOOGLE,22,1100,1,5,27,False
PAYPAL,23,2200,0,0,2,False
GOOGLE,19,300,0,1,1,False
LEBONCOIN,40,703,0,0,1,False
AMAZON,46,2481,0,0,0,True
GOOGLE,18,700,0,0,1,False
AIRFRANCE,60,7300,0,0,0,False
LEBONCOIN,18,900,0,1,2,False
EASYJET,27,2300,0,0,8,False
AIRFRANCE,43,7600,0,0,1,False
LEBONCOIN,25,1500,0,1,4,True
HM,42,2500,0,1,2,False
GOOGLE,61,3200,0,0,0,False
GOOGLE,20,2700,0,1,9,True
LEBONCOIN,29,1700,0,0,7,False
EASYJET,86,900,0,0,0,False
LEBONCOIN,80,1800,0,2,5,True
ZARA,29,1200,0,1,2,False
HM,30,2725,0,0,0,False
AMAZON,41,3300,0,0,1,False
GOOGLE,71,3500,0,0,0,False
GOOGLE,18,900,0,0,2,False
LEBONCOIN,42,583,0,0,1,False
GOOGLE,23,500,0,1,1,True
PAYPAL,25,1900,0,0,3,False
GOOGLE,25,1833,0,1,1,False
GOOGLE,20,3100,0,1,2,False
GOOGLE,40,2651,0,0,1,False
ZARA,49,2600,0,0,2,False
ZARA,21,2400,0,1,3,False
GOOGLE,18,2800,0,2,7,False
LEBONCOIN,25,2200,0,1,3,False
AIRFRANCE,69,1200,0,0,0,False
LEBONCOIN,44,2241,0,1,1,False
HM,21,2000,0,1,3,False
EASYJET,45,2428,0,1,1,False
EASYJET,85,1500,0,0,0,False
GOOGLE,43,726,0,0,1,False
EASYJET,88,1700,0,0,0,False
AMAZON,45,7100,0,0,0,False
LEBONCOIN,22,2300,0,1,3,True
AMAZON,67,7500,0,0,1,True
LEBONCOIN,41,544,0,0,1,False
HM,21,800,0,1,2,False
AIRFRANCE,60,4900,0,0,0,False
GOOGLE,44,1778,0,0,1,False
AIRFRANCE,63,6300,0,0,0,False
AMAZON,49,532,0,0,0,False
LEBONCOIN,29,1300,0,1,1,False
GOOGLE,40,1152,0,0,1,False
GOOGLE,19,3600,0,1,2,True
HM,23,300,0,1,2,False
UBER,28,1814,0,0,0,False
EASYJET,66,700,0,0,0,False
GOOGLE,28,1500,0,1,1,False
PAYPAL,34,2063,0,1,1,False
AMAZON,50,800,0,1,1,False
LEBONCOIN,42,793,0,0,0,False
LEBONCOIN,54,2700,0,3,3,False
UBER,26,1400,0,0,0,False
UBER,49,2357,0,0,1,False
GOOGLE,24,1000,0,0,2,True
PAYPAL,29,2300,0,1,8,False
AIRFRANCE,54,4900,0,0,1,False
EASYJET,88,1200,0,0,0,True
AMAZON,42,996,0,0,0,False
EASYJET,87,1000,0,0,0,False
GOOGLE,37,2741,0,0,0,False
HM,34,1900,0,1,2,True
LEBONCOIN,48,1016,0,0,1,False
GOOGLE,24,400,0,1,1,False
EASYJET,49,1609,0,1,1,False
AIRFRANCE,43,3800,0,0,1,True
AMAZON,45,3800,0,0,0,False
HM,38,1900,0,0,2,False
LEBONCOIN,21,1700,0,0,3,False
HM,48,1500,0,0,0,True
HM,32,2500,0,1,3,False
GOOGLE,44,737,0,0,0,False
AIRFRANCE,67,3800,0,0,0,False
ZARA,55,1400,0,1,1,True
HM,51,2129,0,1,1,False
GOOGLE,26,2400,0,0,3,False
LEBONCOIN,36,2300,0,0,0,False
AMAZON,41,1009,0,0,0,False
LEBONCOIN,68,1900,0,4,7,False
AIRFRANCE,64,1100,0,0,1,False
GOOGLE,25,1700,0,1,4,False
GOOGLE,20,1000,0,0,1,False
PAYPAL,25,1800,0,1,3,False
GOOGLE,21,3300,0,0,7,False
GOOGLE,23,2100,0,1,1,False
HM,37,1800,0,0,0,True
LEBONCOIN,48,1030,0,0,0,False
HM,24,800,0,0,2,False
GOOGLE,25,2300,0,1,9,False
GOOGLE,27,2600,0,1,7,False
AIRFRANCE,50,2400,0,0,1,False
LEBONCOIN,29,1600,0,1,2,False
GOOGLE,25,2200,0,0,7,False
GOOGLE,19,2400,0,0,0,True
AMAZON,44,6800,0,0,1,True
AMAZON,59,3600,0,0,1,True
UBER,38,1506,0,1,1,False
GOOGLE,26,2400,0,0,0,False
EASYJET,81,1100,0,0,1,True
PAYPAL,53,800,0,0,5,False
PAYPAL,21,2800,0,2,4,True
EASYJET,68,900,0,0,0,True
AIRFRANCE,26,2137,0,0,0,False
GOOGLE,28,1600,0,0,6,False
LEBONCOIN,38,607,0,0,0,False
LEBONCOIN,20,1100,0,0,2,False
UBER,24,1900,0,1,6,False
UBER,62,2900,0,2,2,False
EASYJET,61,1200,0,0,1,False
EASYJET,68,700,0,0,0,False
GOOGLE,25,1600,0,1,8,False
AMAZON,54,1100,0,2,2,True
AIRFRANCE,69,4800,0,0,0,True
GOOGLE,39,660,0,0,0,False
LEBONCOIN,19,700,0,1,1,False
UBER,53,3200,0,0,0,False
LEBONCOIN,21,1200,0,0,3,False
AMAZON,52,5300,0,0,1,True
LEBONCOIN,18,600,0,0,2,False
LEBONCOIN,27,2400,0,0,9,False
GOOGLE,71,1300,1,2,14,False
GOOGLE,22,500,0,0,0,False
ZARA,68,2100,0,0,6,False
AMAZON,45,4900,0,0,1,False
LEBONCOIN,23,1600,0,0,2,False
GOOGLE,49,1063,0,0,1,True
HM,23,600,0,0,1,True
LEBONCOIN,54,2460,0,0,1,False
GOOGLE,26,2300,0,1,2,False
GOOGLE,21,400,0,1,2,False
ZARA,52,2285,0,0,0,False
GOOGLE,27,2100,0,1,9,False
UBER,50,2305,0,0,0,True
AMAZON,55,3700,0,0,1,False
LEBONCOIN,32,1960,0,0,1,False
EASYJET,24,1800,0,1,7,True
EASYJET,69,800,0,0,1,True
GOOGLE,23,2500,0,2,4,True
GOOGLE,21,400,0,0,0,False
AMAZON,61,6000,0,0,0,False
LEBONCOIN,38,1300,0,1,1,True
AMAZON,41,1024,0,0,1,False
AIRFRANCE,87,1600,0,0,0,False
AMAZON,49,4800,0,0,1,True
AMAZON,53,1900,0,3,3,False
ZARA,33,1856,0,1,1,False
ZARA,46,1900,0,0,0,True
GOOGLE,29,1700,0,1,6,False
AMAZON,43,1992,0,0,1,False
PAYPAL,84,3400,0,1,9,True
EASYJET,43,2413,0,0,0,True
AMAZON,51,1049,0,0,1,False
GOOGLE,68,1500,1,3,11,False
AIRFRANCE,62,1400,0,0,0,True
AMAZON,62,6600,0,0,1,False
AIRFRANCE,70,700,0,0,1,False
LEBONCOIN,76,1700,0,2,8,True
GOOGLE,26,2100,0,1,8,False
LEBONCOIN,23,700,0,1,2,False
GOOGLE,26,2400,0,2,5,False
HM,19,600,0,0,0,False
PAYPAL,24,1600,0,0,8,False
EASYJET,80,900,0,0,1,True
AIRFRANCE,52,6400,0,0,0,False
ZARA,34,1600,0,4,8,True
EASYJET,25,2300,0,0,0,False
HM,19,600,0,0,2,False
LEBONCOIN,19,600,0,0,0,False
GOOGLE,34,1835,0,1,1,True
GOOGLE,23,1800,0,0,7,False
LEBONCOIN,76,2600,0,2,6,False
PAYPAL,27,1700,0,0,9,True
AIRFRANCE,71,1100,0,0,0,True
EASYJET,65,1100,0,0,0,False
HM,18,500,0,1,1,False
HM,49,2000,0,1,1,False
HM,48,2100,0,1,2,False
LEBONCOIN,23,2200,0,1,1,False
PAYPAL,24,1900,0,1,3,False
GOOGLE,19,3800,0,1,5,False
GOOGLE,45,1890,0,1,1,True
LEBONCOIN,19,700,0,0,0,False
UBER,72,2700,0,1,2,False
LEBONCOIN,20,900,0,0,0,False
LEBONCOIN,47,686,0,0,1,False
EASYJET,26,1600,0,0,6,True
UBER,52,2136,0,0,0,False
PAYPAL,59,1800,0,3,7,False
GOOGLE,74,1700,0,3,3,False
GOOGLE,27,2300,0,1,2,False
AIRFRANCE,65,2800,0,0,0,False
AMAZON,57,3300,0,0,0,True
UBER,18,1700,0,4,7,False
AMAZON,46,3000,0,0,0,True
PAYPAL,23,2000,0,1,2,False
GOOGLE,23,1600,0,0,7,False
PAYPAL,32,2356,0,0,1,False
AIRFRANCE,73,1300,0,0,0,False
AIRFRANCE,47,4500,0,0,1,False
GOOGLE,21,3600,0,0,6,False
PAYPAL,22,1700,0,1,6,True
GOOGLE,42,921,0,0,1,True
HM,31,2100,0,0,2,False
HM,30,1900,0,0,0,True
GOOGLE,25,3300,0,1,6,False
LEBONCOIN,23,900,0,1,1,False
GOOGLE,21,1000,0,0,0,False
EASYJET,79,800,0,0,1,False
LEBONCOIN,40,1091,0,0,1,False
GOOGLE,19,1800,0,2,5,False
GOOGLE,25,3700,0,0,5,False
GOOGLE,48,1735,0,0,0,False
AIRFRANCE,42,3400,0,0,0,False
AMAZON,83,1700,0,0,0,True
AMAZON,60,5500,0,0,1,False
AMAZON,40,620,0,0,1,False
AIRFRANCE,56,4800,0,0,1,True
UBER,29,1500,0,0,0,False
EASYJET,66,700,0,0,1,False
GOOGLE,21,2900,0,1,6,True
AMAZON,54,2900,0,0,1,False
EASYJET,66,1200,0,0,1,False
EASYJET,27,2000,0,0,7,False
GOOGLE,39,1178,0,0,0,True
GOOGLE,25,2600,0,0,9,False
GOOGLE,18,700,0,0,0,False
LEBONCOIN,19,900,0,1,1,False
HM,18,300,0,0,1,False
LEBONCOIN,49,1800,0,0,3,True
HM,18,500,0,0,1,False
LEBONCOIN,82,2700,0,0,4,False
HM,47,1200,0,0,0,False
EASYJET,67,1500,0,0,0,False
AIRFRANCE,86,1300,0,0,0,False
ZARA,35,2400,0,1,1,True
HM,36,2500,0,0,1,False
GOOGLE,25,1700,0,2,2,True
ZARA,29,2000,0,1,2,False
GOOGLE,49,938,0,0,0,False
AIRFRANCE,20,1200,0,3,7,False
AIRFRANCE,76,1600,0,0,1,True
ZARA,41,1600,0,0,0,False
LEBONCOIN,65,3100,0,1,2,False
UBER,74,3400,0,0,0,False
UBER,43,2271,0,1,1,False
GOOGLE,19,1100,0,0,1,True
GOOGLE,27,1600,0,1,9,False
AIRFRANCE,69,1100,0,0,0,False
HM,33,1800,0,0,0,False
GOOGLE,26,2100,0,0,6,False
GOOGLE,18,3300,0,0,8,False
UBER,27,2000,0,1,2,False
HM,47,1400,0,0,1,False
PAYPAL,25,2100,0,1,9,False
GOOGLE,18,3400,0,1,2,False
UBER,25,2700,0,0,0,True
PAYPAL,23,1600,0,0,5,False
AIRFRANCE,52,2400,0,0,0,False
EASYJET,70,1200,0,0,1,False
AMAZON,68,3700,0,0,1,False
EASYJET,26,1500,0,0,8,False
UBER,29,1900,0,1,1,False
LEBONCOIN,42,1169,0,0,1,True
GOOGLE,35,1730,0,0,0,False
HM,19,500,0,0,1,False
LEBONCOIN,43,966,0,0,1,True
EASYJET,42,1921,0,0,0,False
AIRFRANCE,72,1000,0,0,1,False
LEBONCOIN,39,1500,0,0,0,False
AMAZON,43,2686,0,0,1,True
AMAZON,41,4800,0,0,0,False
GOOGLE,23,3400,0,0,4,False
PAYPAL,66,3000,0,3,3,False
LEBONCOIN,45,2000,0,3,5,False
GOOGLE,26,1400,0,2,2,False
UBER,25,1900,0,1,5,True
HM,19,400,0,0,2,False
GOOGLE,21,2800,0,0,1,True
HM,22,1400,0,0,3,False
EASYJET,69,1000,0,0,1,False
AIRFRANCE,60,1600,0,0,0,False
GOOGLE,40,830,0,0,0,True
GOOGLE,23,2700,0,0,8,False
LEBONCOIN,23,1500,0,0,0,False
PAYPAL,26,2100,0,0,9,False
AIRFRANCE,68,6600,0,0,1,False
